,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
3779,12.0,4.0,357,22
3780,12.0,4.0,323,22
3781,12.0,4.0,283,22
3782,28.0,4.0,250,22
3783,12.0,4.0,358,22
3784,12.0,4.0,186,22
3785,12.0,4.0,357,62
3786,12.0,4.0,323,62
3787,12.0,4.0,283,62
3788,28.0,4.0,250,62
3789,12.0,4.0,358,62
3790,12.0,4.0,186,62
3791,12.0,4.0,357,67
3792,12.0,4.0,323,67
3793,12.0,4.0,283,67
3794,28.0,4.0,250,67
3795,12.0,4.0,358,67
3796,12.0,4.0,186,67
3797,28.0,4.0,247,61
3798,28.0,4.0,90,61
3799,28.0,4.0,247,22
3800,28.0,4.0,90,22
3801,28.0,4.0,247,98
3802,28.0,4.0,90,98
3803,6.0,4.0,409,62
3804,12.0,4.0,317,62
3805,6.0,4.0,409,98
3806,12.0,4.0,317,98
3807,12.0,4.0,407,61
3808,12.0,4.0,407,61
3809,12.0,4.0,414,61
3810,12.0,4.0,268,61
3811,28.0,4.0,375,61
3812,12.0,4.0,414,76
3813,12.0,4.0,268,76
3814,28.0,4.0,375,76
3815,28.0,4.0,151,71
3816,28.0,4.0,107,71
3817,21.0,4.0,320,71
3818,28.0,4.0,151,40
3819,28.0,4.0,107,40
3820,21.0,4.0,320,40
3821,28.0,4.0,151,10
3822,28.0,4.0,107,10
3823,21.0,4.0,320,10
3824,28.0,4.0,151,11
3825,28.0,4.0,107,11
3826,21.0,4.0,320,11
3827,28.0,4.0,151,61
3828,28.0,4.0,107,61
3829,21.0,4.0,320,61
3830,28.0,4.0,151,22
3831,28.0,4.0,107,22
3832,21.0,4.0,320,22
3833,28.0,4.0,151,71
3834,28.0,4.0,107,71
3835,21.0,4.0,320,71
3836,28.0,4.0,151,40
3837,28.0,4.0,107,40
3838,21.0,4.0,320,40
3839,28.0,4.0,151,10
3840,28.0,4.0,107,10
3841,21.0,4.0,320,10
3842,28.0,4.0,151,11
3843,28.0,4.0,107,11
3844,21.0,4.0,320,11
3845,28.0,4.0,151,61
3846,28.0,4.0,107,61
3847,21.0,4.0,320,61
3848,28.0,4.0,151,22
3849,28.0,4.0,107,22
3850,21.0,4.0,320,22
3851,28.0,4.0,274,61
3852,6.0,4.0,69,61
3853,28.0,4.0,153,61
3854,28.0,4.0,274,22
3855,6.0,4.0,69,22
3856,28.0,4.0,153,22
3857,28.0,4.0,274,64
3858,6.0,4.0,69,64
3859,28.0,4.0,153,64
3860,28.0,4.0,274,61
3861,6.0,4.0,69,61
3862,28.0,4.0,153,61
3863,28.0,4.0,274,22
3864,6.0,4.0,69,22
3865,28.0,4.0,153,22
3866,28.0,4.0,274,64
3867,6.0,4.0,69,64
3868,28.0,4.0,153,64
3869,12.0,4.0,94,61
3870,12.0,4.0,410,61
3871,28.0,4.0,147,61
3872,6.0,4.0,299,61
3873,12.0,4.0,94,22
3874,12.0,4.0,410,22
3875,28.0,4.0,147,22
3876,6.0,4.0,299,22
3877,12.0,4.0,94,62
3878,12.0,4.0,410,62
3879,28.0,4.0,147,62
3880,6.0,4.0,299,62
3881,28.0,4.0,402,40
3882,28.0,4.0,404,40
3883,28.0,4.0,402,61
3884,28.0,4.0,404,61
3885,28.0,4.0,402,40
3886,28.0,4.0,404,40
3887,28.0,4.0,402,61
3888,28.0,4.0,404,61
3889,6.0,4.0,395,61
3890,6.0,4.0,395,99
3891,12.0,4.0,389,61
3892,12.0,4.0,389,22
3893,12.0,4.0,389,61
3894,12.0,4.0,389,22
3895,12.0,4.0,389,61
3896,12.0,4.0,389,22
3897,12.0,4.0,389,61
3898,12.0,4.0,389,22
3899,6.0,4.0,101,40
3900,6.0,4.0,101,61
3901,6.0,4.0,101,22
3902,6.0,4.0,101,13
3903,6.0,4.0,101,101
3904,6.0,4.0,399,61
3905,6.0,4.0,399,22
3906,6.0,4.0,399,61
3907,6.0,4.0,399,22
3908,6.0,4.0,34,61
3909,28.0,4.0,252,61
3910,6.0,4.0,34,64
3911,28.0,4.0,252,64
3912,6.0,4.0,34,2
3913,28.0,4.0,252,2
3914,6.0,4.0,34,61
3915,28.0,4.0,252,61
3916,6.0,4.0,34,64
3917,28.0,4.0,252,64
3918,6.0,4.0,34,2
3919,28.0,4.0,252,2
3920,28.0,4.0,117,46
3921,28.0,4.0,117,61
3922,28.0,4.0,117,22
3923,28.0,4.0,117,65
3924,6.0,4.0,59,71
3925,6.0,4.0,21,71
3926,6.0,4.0,113,71
3927,6.0,4.0,59,40
3928,6.0,4.0,21,40
3929,6.0,4.0,113,40
3930,6.0,4.0,59,61
3931,6.0,4.0,21,61
3932,6.0,4.0,113,61
3933,6.0,4.0,59,22
3934,6.0,4.0,21,22
3935,6.0,4.0,113,22
3936,6.0,4.0,59,62
3937,6.0,4.0,21,62
3938,6.0,4.0,113,62
3939,6.0,4.0,59,29
3940,6.0,4.0,21,29
3941,6.0,4.0,113,29
3942,6.0,4.0,59,13
3943,6.0,4.0,21,13
3944,6.0,4.0,113,13
3945,6.0,4.0,59,70
3946,6.0,4.0,21,70
3947,6.0,4.0,113,70
3948,6.0,4.0,59,5
3949,6.0,4.0,21,5
3950,6.0,4.0,113,5
3951,12.0,4.0,389,61
3952,28.0,4.0,396,61
3953,12.0,4.0,389,22
3954,28.0,4.0,396,22
3955,12.0,4.0,389,62
3956,28.0,4.0,396,62
3957,12.0,4.0,389,61
3958,28.0,4.0,396,61
3959,12.0,4.0,389,22
3960,28.0,4.0,396,22
3961,12.0,4.0,389,62
3962,28.0,4.0,396,62
3963,12.0,4.0,389,61
3964,28.0,4.0,396,61
3965,12.0,4.0,389,22
3966,28.0,4.0,396,22
3967,12.0,4.0,389,62
3968,28.0,4.0,396,62
3969,12.0,4.0,132,61
3970,12.0,4.0,132,61
3971,12.0,4.0,132,61
3972,12.0,4.0,132,61
3973,12.0,4.0,132,22
3974,12.0,4.0,132,22
3975,12.0,4.0,132,22
3976,12.0,4.0,132,22
3977,12.0,4.0,132,47
3978,12.0,4.0,132,47
3979,12.0,4.0,132,47
3980,12.0,4.0,132,47
3981,12.0,4.0,132,64
3982,12.0,4.0,132,64
3983,12.0,4.0,132,64
3984,12.0,4.0,132,64
3985,12.0,4.0,132,77
3986,12.0,4.0,132,77
3987,12.0,4.0,132,77
3988,12.0,4.0,132,77
3989,12.0,4.0,132,44
3990,12.0,4.0,132,44
3991,12.0,4.0,132,44
3992,12.0,4.0,132,44
3993,12.0,4.0,132,20
3994,12.0,4.0,132,20
3995,12.0,4.0,132,20
3996,12.0,4.0,132,20
3997,12.0,4.0,132,61
3998,12.0,4.0,132,61
3999,12.0,4.0,132,61
4000,12.0,4.0,132,61
4001,12.0,4.0,132,22
4002,12.0,4.0,132,22
4003,12.0,4.0,132,22
4004,12.0,4.0,132,22
4005,12.0,4.0,132,47
4006,12.0,4.0,132,47
4007,12.0,4.0,132,47
4008,12.0,4.0,132,47
4009,12.0,4.0,132,64
4010,12.0,4.0,132,64
4011,12.0,4.0,132,64
4012,12.0,4.0,132,64
4013,12.0,4.0,132,77
4014,12.0,4.0,132,77
4015,12.0,4.0,132,77
4016,12.0,4.0,132,77
4017,12.0,4.0,132,44
4018,12.0,4.0,132,44
4019,12.0,4.0,132,44
4020,12.0,4.0,132,44
4021,12.0,4.0,132,20
4022,12.0,4.0,132,20
4023,12.0,4.0,132,20
4024,12.0,4.0,132,20
4025,12.0,4.0,132,61
4026,12.0,4.0,132,61
4027,12.0,4.0,132,61
4028,12.0,4.0,132,61
4029,12.0,4.0,132,22
4030,12.0,4.0,132,22
4031,12.0,4.0,132,22
4032,12.0,4.0,132,22
4033,12.0,4.0,132,47
4034,12.0,4.0,132,47
4035,12.0,4.0,132,47
4036,12.0,4.0,132,47
4037,12.0,4.0,132,64
4038,12.0,4.0,132,64
4039,12.0,4.0,132,64
4040,12.0,4.0,132,64
4041,12.0,4.0,132,77
4042,12.0,4.0,132,77
4043,12.0,4.0,132,77
4044,12.0,4.0,132,77
4045,12.0,4.0,132,44
4046,12.0,4.0,132,44
4047,12.0,4.0,132,44
4048,12.0,4.0,132,44
4049,12.0,4.0,132,20
4050,12.0,4.0,132,20
4051,12.0,4.0,132,20
4052,12.0,4.0,132,20
4053,28.0,4.0,323,68
4054,12.0,4.0,323,68
4055,12.0,4.0,323,68
4056,12.0,4.0,322,68
4057,28.0,4.0,323,68
4058,12.0,4.0,323,68
4059,12.0,4.0,323,68
4060,12.0,4.0,322,68
4061,28.0,4.0,323,68
4062,12.0,4.0,323,68
4063,12.0,4.0,323,68
4064,12.0,4.0,322,68
4065,12.0,4.0,9,61
4066,12.0,4.0,348,61
4067,12.0,4.0,9,22
4068,12.0,4.0,348,22
4069,12.0,4.0,9,2
4070,12.0,4.0,348,2
4071,12.0,4.0,9,37
4072,12.0,4.0,348,37
4073,12.0,4.0,9,45
4074,12.0,4.0,348,45
4075,12.0,4.0,9,21
4076,12.0,4.0,348,21
4077,12.0,4.0,115,61
4078,12.0,4.0,282,61
4079,28.0,4.0,245,61
4080,12.0,4.0,115,22
4081,12.0,4.0,282,22
4082,28.0,4.0,245,22
4083,12.0,4.0,115,61
4084,12.0,4.0,282,61
4085,28.0,4.0,245,61
4086,12.0,4.0,115,22
4087,12.0,4.0,282,22
4088,28.0,4.0,245,22
4089,12.0,4.0,106,61
4090,12.0,4.0,106,61
4091,6.0,4.0,121,61
4092,12.0,4.0,106,13
4093,12.0,4.0,106,13
4094,6.0,4.0,121,13
4095,12.0,4.0,106,22
4096,12.0,4.0,106,22
4097,6.0,4.0,121,22
4098,12.0,4.0,106,62
4099,12.0,4.0,106,62
4100,6.0,4.0,121,62
4101,12.0,4.0,106,23
4102,12.0,4.0,106,23
4103,6.0,4.0,121,23
4104,28.0,4.0,213,61
4105,28.0,4.0,197,61
4106,28.0,4.0,213,22
4107,28.0,4.0,197,22
4108,12.0,4.0,78,61
4109,28.0,4.0,402,61
4110,28.0,4.0,404,61
4111,12.0,4.0,78,61
4112,28.0,4.0,402,61
4113,28.0,4.0,404,61
4114,12.0,4.0,78,61
4115,28.0,4.0,402,61
4116,28.0,4.0,404,61
4117,28.0,4.0,262,65
4118,28.0,4.0,391,65
4119,11.0,4.0,168,65
4120,28.0,4.0,262,65
4121,28.0,4.0,391,65
4122,11.0,4.0,168,65
4123,12.0,4.0,331,61
4124,4.0,4.0,108,61
4125,12.0,4.0,331,61
4126,4.0,4.0,108,61
4127,4.0,4.0,347,61
4128,4.0,4.0,77,61
4129,4.0,4.0,77,61
4130,4.0,4.0,77,61
4131,4.0,4.0,312,61
4132,12.0,4.0,331,22
4133,4.0,4.0,108,22
4134,12.0,4.0,331,22
4135,4.0,4.0,108,22
4136,4.0,4.0,347,22
4137,4.0,4.0,77,22
4138,4.0,4.0,77,22
4139,4.0,4.0,77,22
4140,4.0,4.0,312,22
4141,12.0,4.0,331,62
4142,4.0,4.0,108,62
4143,12.0,4.0,331,62
4144,4.0,4.0,108,62
4145,4.0,4.0,347,62
4146,4.0,4.0,77,62
4147,4.0,4.0,77,62
4148,4.0,4.0,77,62
4149,4.0,4.0,312,62
4150,12.0,4.0,331,67
4151,4.0,4.0,108,67
4152,12.0,4.0,331,67
4153,4.0,4.0,108,67
4154,4.0,4.0,347,67
4155,4.0,4.0,77,67
4156,4.0,4.0,77,67
4157,4.0,4.0,77,67
4158,4.0,4.0,312,67
4159,12.0,4.0,331,97
4160,4.0,4.0,108,97
4161,12.0,4.0,331,97
4162,4.0,4.0,108,97
4163,4.0,4.0,347,97
4164,4.0,4.0,77,97
4165,4.0,4.0,77,97
4166,4.0,4.0,77,97
4167,4.0,4.0,312,97
4168,28.0,4.0,248,67
4169,28.0,4.0,329,67
4170,28.0,4.0,322,67
4171,28.0,4.0,248,67
4172,28.0,4.0,329,67
4173,28.0,4.0,322,67
4174,28.0,4.0,248,67
4175,28.0,4.0,329,67
4176,28.0,4.0,322,67
4177,12.0,4.0,297,40
4178,6.0,4.0,13,40
4179,12.0,4.0,297,61
4180,6.0,4.0,13,61
4181,12.0,4.0,297,22
4182,6.0,4.0,13,22
4183,12.0,4.0,297,62
4184,6.0,4.0,13,62
4185,12.0,4.0,297,32
4186,6.0,4.0,13,32
4187,12.0,4.0,297,75
4188,6.0,4.0,13,75
4189,6.0,4.0,377,40
4190,12.0,4.0,39,40
4191,6.0,4.0,377,29
4192,12.0,4.0,39,29
4193,28.0,4.0,97,61
4194,12.0,4.0,199,61
4195,28.0,4.0,97,61
4196,12.0,4.0,199,61
4197,12.0,4.0,322,29
4198,12.0,4.0,322,22
4199,12.0,4.0,322,61
4200,12.0,4.0,322,70
4201,28.0,4.0,201,71
4202,21.0,4.0,368,71
4203,28.0,4.0,201,61
4204,21.0,4.0,368,61
4205,28.0,4.0,201,22
4206,21.0,4.0,368,22
4207,28.0,4.0,201,62
4208,21.0,4.0,368,62
4209,28.0,4.0,201,64
4210,21.0,4.0,368,64
4211,28.0,4.0,247,61
4212,28.0,4.0,90,61
4213,28.0,4.0,247,22
4214,28.0,4.0,90,22
4215,28.0,4.0,247,98
4216,28.0,4.0,90,98
4217,3.0,4.0,46,71
4218,3.0,4.0,282,71
4219,3.0,4.0,55,71
4220,3.0,4.0,166,71
4221,3.0,4.0,166,40
4222,3.0,4.0,166,71
4223,3.0,4.0,166,40
4224,3.0,4.0,166,71
4225,3.0,4.0,166,40
4226,3.0,4.0,280,71
4227,3.0,4.0,180,71
4228,3.0,4.0,280,29
4229,3.0,4.0,180,29
4230,3.0,4.0,27,71
4231,3.0,4.0,331,71
4232,3.0,4.0,166,71
4233,3.0,4.0,331,71
4234,25.0,4.0,167,71
4235,3.0,4.0,374,71
4236,25.0,4.0,167,40
4237,3.0,4.0,374,40
4238,3.0,4.0,269,71
4239,3.0,4.0,390,71
4240,3.0,4.0,269,40
4241,3.0,4.0,390,40
4242,3.0,4.0,269,11
4243,3.0,4.0,390,11
4244,3.0,4.0,280,71
4245,3.0,4.0,180,71
4246,3.0,4.0,280,29
4247,3.0,4.0,180,29
4248,3.0,4.0,331,71
4249,20.0,4.0,408,71
4250,20.0,4.0,333,71
4251,20.0,4.0,334,71
4252,20.0,4.0,331,71
4253,3.0,4.0,331,10
4254,20.0,4.0,408,10
4255,20.0,4.0,333,10
4256,20.0,4.0,334,10
4257,20.0,4.0,331,10
4258,3.0,4.0,331,11
4259,20.0,4.0,408,11
4260,20.0,4.0,333,11
4261,20.0,4.0,334,11
4262,20.0,4.0,331,11
4263,3.0,4.0,331,71
4264,20.0,4.0,408,71
4265,20.0,4.0,333,71
4266,20.0,4.0,334,71
4267,20.0,4.0,331,71
4268,3.0,4.0,331,10
4269,20.0,4.0,408,10
4270,20.0,4.0,333,10
4271,20.0,4.0,334,10
4272,20.0,4.0,331,10
4273,3.0,4.0,331,11
4274,20.0,4.0,408,11
4275,20.0,4.0,333,11
4276,20.0,4.0,334,11
4277,20.0,4.0,331,11
4278,1.0,4.0,189,88
4279,1.0,4.0,189,93
4280,3.0,4.0,27,71
4281,3.0,4.0,331,71
4282,3.0,4.0,166,71
4283,3.0,4.0,331,71
4284,3.0,4.0,331,71
4285,20.0,4.0,408,71
4286,20.0,4.0,333,71
4287,20.0,4.0,334,71
4288,20.0,4.0,331,71
4289,3.0,4.0,331,10
4290,20.0,4.0,408,10
4291,20.0,4.0,333,10
4292,20.0,4.0,334,10
4293,20.0,4.0,331,10
4294,3.0,4.0,331,11
4295,20.0,4.0,408,11
4296,20.0,4.0,333,11
4297,20.0,4.0,334,11
4298,20.0,4.0,331,11
4299,3.0,4.0,166,71
4300,3.0,4.0,166,40
4301,3.0,4.0,27,71
4302,3.0,4.0,331,71
4303,3.0,4.0,166,71
4304,3.0,4.0,331,71
4305,3.0,4.0,261,71
4306,3.0,4.0,25,71
4307,3.0,4.0,142,71
4308,3.0,4.0,236,71
4309,3.0,4.0,261,40
4310,3.0,4.0,25,40
4311,3.0,4.0,142,40
4312,3.0,4.0,236,40
4313,3.0,4.0,261,10
4314,3.0,4.0,25,10
4315,3.0,4.0,142,10
4316,3.0,4.0,236,10
4317,3.0,4.0,261,22
4318,3.0,4.0,25,22
4319,3.0,4.0,142,22
4320,3.0,4.0,236,22
4321,3.0,4.0,261,62
4322,3.0,4.0,25,62
4323,3.0,4.0,142,62
4324,3.0,4.0,236,62
4325,3.0,4.0,27,71
4326,3.0,4.0,331,71
4327,3.0,4.0,166,71
4328,3.0,4.0,331,71
4329,25.0,4.0,167,71
4330,3.0,4.0,374,71
4331,25.0,4.0,167,40
4332,3.0,4.0,374,40
4333,3.0,4.0,27,71
4334,3.0,4.0,331,71
4335,3.0,4.0,166,71
4336,3.0,4.0,331,71
4337,25.0,4.0,167,71
4338,3.0,4.0,374,71
4339,25.0,4.0,167,40
4340,3.0,4.0,374,40
4341,25.0,4.0,167,71
4342,3.0,4.0,374,71
4343,25.0,4.0,167,40
4344,3.0,4.0,374,40
4345,3.0,4.0,269,71
4346,3.0,4.0,390,71
4347,3.0,4.0,269,40
4348,3.0,4.0,390,40
4349,3.0,4.0,269,11
4350,3.0,4.0,390,11
