,State.Name,Employment.Type,Position.Name_1,Position.Of.Interest_1
1917,3.0,4.0,303,20
1918,6.0,4.0,398,46
1919,6.0,4.0,398,46
1920,6.0,4.0,398,46
1921,20.0,4.0,16,38
1922,20.0,4.0,327,38
1923,20.0,4.0,16,6
1924,20.0,4.0,327,6
1925,20.0,4.0,16,60
1926,20.0,4.0,327,60
1927,20.0,4.0,16,7
1928,20.0,4.0,327,7
1929,3.0,4.0,46,61
1930,3.0,4.0,362,73
1931,3.0,4.0,118,73
1932,3.0,4.0,341,73
1933,23.0,4.0,164,73
1934,23.0,4.0,340,73
1935,3.0,4.0,362,72
1936,3.0,4.0,118,72
1937,3.0,4.0,341,72
1938,23.0,4.0,164,72
1939,23.0,4.0,340,72
1940,3.0,4.0,362,73
1941,3.0,4.0,118,73
1942,3.0,4.0,341,73
1943,23.0,4.0,164,73
1944,23.0,4.0,340,73
1945,3.0,4.0,362,72
1946,3.0,4.0,118,72
1947,3.0,4.0,341,72
1948,23.0,4.0,164,72
1949,23.0,4.0,340,72
1950,26.0,4.0,387,61
1951,26.0,4.0,387,13
1952,26.0,4.0,387,82
1953,14.0,4.0,165,61
1954,14.0,4.0,165,61
1955,14.0,4.0,165,22
1956,14.0,4.0,165,22
1957,14.0,4.0,165,62
1958,14.0,4.0,165,62
1959,3.0,4.0,314,2
1960,3.0,4.0,62,2
1961,3.0,4.0,134,2
1962,3.0,4.0,314,2
1963,3.0,4.0,159,61
1964,3.0,4.0,144,61
1965,3.0,4.0,289,61
1966,3.0,4.0,339,13
1967,3.0,4.0,275,13
1968,3.0,4.0,206,13
1969,3.0,4.0,67,13
1970,3.0,4.0,162,13
1971,3.0,4.0,11,61
1972,3.0,4.0,11,13
1973,3.0,4.0,11,22
1974,3.0,4.0,11,3
1975,3.0,4.0,11,61
1976,3.0,4.0,11,13
1977,3.0,4.0,11,22
1978,3.0,4.0,11,3
1979,3.0,4.0,205,13
1980,3.0,4.0,335,13
1981,3.0,4.0,330,13
1982,3.0,4.0,3,13
1983,3.0,4.0,172,13
1984,3.0,4.0,298,13
1985,3.0,4.0,192,13
1986,3.0,4.0,205,13
1987,3.0,4.0,335,13
1988,3.0,4.0,330,13
1989,3.0,4.0,3,13
1990,3.0,4.0,172,13
1991,3.0,4.0,298,13
1992,3.0,4.0,192,13
1993,7.0,4.0,209,61
1994,3.0,4.0,259,61
1995,7.0,4.0,209,22
1996,3.0,4.0,259,22
1997,7.0,4.0,209,62
1998,3.0,4.0,259,62
1999,3.0,4.0,9,61
2000,3.0,4.0,9,34
2001,3.0,4.0,9,53
2002,3.0,4.0,9,2
2003,3.0,4.0,56,71
2004,18.0,4.0,319,71
2005,18.0,4.0,322,71
2006,3.0,4.0,141,71
2007,3.0,4.0,56,29
2008,18.0,4.0,319,29
2009,18.0,4.0,322,29
2010,3.0,4.0,141,29
2011,3.0,4.0,56,61
2012,18.0,4.0,319,61
2013,18.0,4.0,322,61
2014,3.0,4.0,141,61
2015,3.0,4.0,56,13
2016,18.0,4.0,319,13
2017,18.0,4.0,322,13
2018,3.0,4.0,141,13
2019,3.0,4.0,56,22
2020,18.0,4.0,319,22
2021,18.0,4.0,322,22
2022,3.0,4.0,141,22
2023,3.0,4.0,56,62
2024,18.0,4.0,319,62
2025,18.0,4.0,322,62
2026,3.0,4.0,141,62
2027,3.0,4.0,282,61
2028,3.0,4.0,282,22
2029,3.0,4.0,228,61
2030,3.0,4.0,228,13
2031,3.0,4.0,228,22
2032,3.0,4.0,228,1
2033,3.0,4.0,228,9
2034,3.0,4.0,232,61
2035,3.0,4.0,8,61
2036,7.0,4.0,253,61
2037,7.0,4.0,266,61
2038,7.0,4.0,380,61
2039,3.0,4.0,232,54
2040,3.0,4.0,8,54
2041,7.0,4.0,253,54
2042,7.0,4.0,266,54
2043,7.0,4.0,380,54
2044,3.0,4.0,232,0
2045,3.0,4.0,8,0
2046,7.0,4.0,253,0
2047,7.0,4.0,266,0
2048,7.0,4.0,380,0
2049,3.0,4.0,232,19
2050,3.0,4.0,8,19
2051,7.0,4.0,253,19
2052,7.0,4.0,266,19
2053,7.0,4.0,380,19
2054,3.0,4.0,232,51
2055,3.0,4.0,8,51
2056,7.0,4.0,253,51
2057,7.0,4.0,266,51
2058,7.0,4.0,380,51
2059,3.0,4.0,263,61
2060,3.0,4.0,23,61
2061,27.0,4.0,15,61
2062,3.0,4.0,28,61
2063,3.0,4.0,263,61
2064,3.0,4.0,23,61
2065,27.0,4.0,15,61
2066,3.0,4.0,28,61
2067,3.0,4.0,140,61
2068,3.0,4.0,299,61
2069,3.0,4.0,337,61
2070,3.0,4.0,140,78
2071,3.0,4.0,299,78
2072,3.0,4.0,337,78
2073,3.0,4.0,140,85
2074,3.0,4.0,299,85
2075,3.0,4.0,337,85
2076,3.0,4.0,140,80
2077,3.0,4.0,299,80
2078,3.0,4.0,337,80
2079,3.0,4.0,140,96
2080,3.0,4.0,299,96
2081,3.0,4.0,337,96
2082,3.0,4.0,140,61
2083,3.0,4.0,299,61
2084,3.0,4.0,337,61
2085,3.0,4.0,140,78
2086,3.0,4.0,299,78
2087,3.0,4.0,337,78
2088,3.0,4.0,140,85
2089,3.0,4.0,299,85
2090,3.0,4.0,337,85
2091,3.0,4.0,140,80
2092,3.0,4.0,299,80
2093,3.0,4.0,337,80
2094,3.0,4.0,140,96
2095,3.0,4.0,299,96
2096,3.0,4.0,337,96
2097,3.0,4.0,371,61
2098,3.0,4.0,370,61
2099,3.0,4.0,128,61
2100,3.0,4.0,311,71
2101,3.0,4.0,311,40
2102,3.0,4.0,311,11
2103,3.0,4.0,311,61
2104,3.0,4.0,311,22
2105,3.0,4.0,311,62
2106,3.0,4.0,130,22
2107,15.0,4.0,71,22
2108,3.0,4.0,65,40
2109,3.0,4.0,239,40
2110,3.0,4.0,210,40
2111,3.0,4.0,194,40
2112,3.0,4.0,354,40
2113,3.0,4.0,10,40
2114,1.0,4.0,181,40
2115,3.0,4.0,57,40
2116,3.0,4.0,65,61
2117,3.0,4.0,239,61
2118,3.0,4.0,210,61
2119,3.0,4.0,194,61
2120,3.0,4.0,354,61
2121,3.0,4.0,10,61
2122,1.0,4.0,181,61
2123,3.0,4.0,57,61
2124,3.0,4.0,65,22
2125,3.0,4.0,239,22
2126,3.0,4.0,210,22
2127,3.0,4.0,194,22
2128,3.0,4.0,354,22
2129,3.0,4.0,10,22
2130,1.0,4.0,181,22
2131,3.0,4.0,57,22
2132,3.0,4.0,65,2
2133,3.0,4.0,239,2
2134,3.0,4.0,210,2
2135,3.0,4.0,194,2
2136,3.0,4.0,354,2
2137,3.0,4.0,10,2
2138,1.0,4.0,181,2
2139,3.0,4.0,57,2
2140,3.0,4.0,65,33
2141,3.0,4.0,239,33
2142,3.0,4.0,210,33
2143,3.0,4.0,194,33
2144,3.0,4.0,354,33
2145,3.0,4.0,10,33
2146,1.0,4.0,181,33
2147,3.0,4.0,57,33
2148,3.0,4.0,65,48
2149,3.0,4.0,239,48
2150,3.0,4.0,210,48
2151,3.0,4.0,194,48
2152,3.0,4.0,354,48
2153,3.0,4.0,10,48
2154,1.0,4.0,181,48
2155,3.0,4.0,57,48
2156,3.0,4.0,397,61
2157,3.0,4.0,32,61
2158,3.0,4.0,397,13
2159,3.0,4.0,32,13
2160,3.0,4.0,397,22
2161,3.0,4.0,32,22
2162,3.0,4.0,397,62
2163,3.0,4.0,32,62
2164,3.0,4.0,46,61
2165,1.0,4.0,158,61
2166,23.0,4.0,120,61
2167,3.0,4.0,89,61
2168,3.0,4.0,74,61
2169,3.0,4.0,99,61
2170,3.0,4.0,195,61
2171,1.0,4.0,158,2
2172,23.0,4.0,120,2
2173,3.0,4.0,89,2
2174,3.0,4.0,74,2
2175,3.0,4.0,99,2
2176,3.0,4.0,195,2
2177,1.0,4.0,158,61
2178,23.0,4.0,120,61
2179,3.0,4.0,89,61
2180,3.0,4.0,74,61
2181,3.0,4.0,99,61
2182,3.0,4.0,195,61
2183,1.0,4.0,158,2
2184,23.0,4.0,120,2
2185,3.0,4.0,89,2
2186,3.0,4.0,74,2
2187,3.0,4.0,99,2
2188,3.0,4.0,195,2
2189,1.0,4.0,158,61
2190,23.0,4.0,120,61
2191,3.0,4.0,89,61
2192,3.0,4.0,74,61
2193,3.0,4.0,99,61
2194,3.0,4.0,195,61
2195,1.0,4.0,158,2
2196,23.0,4.0,120,2
2197,3.0,4.0,89,2
2198,3.0,4.0,74,2
2199,3.0,4.0,99,2
2200,3.0,4.0,195,2
2201,3.0,4.0,234,61
2202,3.0,4.0,344,61
2203,3.0,4.0,344,61
2204,3.0,4.0,234,22
2205,3.0,4.0,344,22
2206,3.0,4.0,344,22
2207,3.0,4.0,234,2
2208,3.0,4.0,344,2
2209,3.0,4.0,344,2
2210,3.0,4.0,234,39
2211,3.0,4.0,344,39
2212,3.0,4.0,344,39
2213,3.0,4.0,47,40
2214,3.0,4.0,47,61
2215,3.0,4.0,47,22
2216,3.0,4.0,47,40
2217,3.0,4.0,47,61
2218,3.0,4.0,47,22
2219,3.0,4.0,47,40
2220,3.0,4.0,47,61
2221,3.0,4.0,47,22
2222,3.0,4.0,47,40
2223,3.0,4.0,47,61
2224,3.0,4.0,47,22
2225,3.0,4.0,254,11
2226,3.0,4.0,84,11
2227,3.0,4.0,254,61
2228,3.0,4.0,84,61
2229,3.0,4.0,254,22
2230,3.0,4.0,84,22
2231,3.0,4.0,254,56
2232,3.0,4.0,84,56
2233,3.0,4.0,254,2
2234,3.0,4.0,84,2
2235,3.0,4.0,254,26
2236,3.0,4.0,84,26
2237,3.0,4.0,299,40
2238,22.0,4.0,328,40
2239,22.0,4.0,1,40
2240,22.0,4.0,131,40
2241,3.0,4.0,299,61
2242,22.0,4.0,328,61
2243,22.0,4.0,1,61
2244,22.0,4.0,131,61
2245,3.0,4.0,299,22
2246,22.0,4.0,328,22
2247,22.0,4.0,1,22
2248,22.0,4.0,131,22
2249,3.0,4.0,9,2
2250,3.0,4.0,285,2
2251,23.0,4.0,191,2
2252,23.0,4.0,180,2
2253,3.0,4.0,9,2
2254,3.0,4.0,285,2
2255,23.0,4.0,191,2
2256,23.0,4.0,180,2
2257,3.0,4.0,9,2
2258,3.0,4.0,285,2
2259,23.0,4.0,191,2
2260,23.0,4.0,180,2
2261,3.0,4.0,123,61
2262,3.0,4.0,123,61
2263,3.0,4.0,203,61
2264,3.0,4.0,123,22
2265,3.0,4.0,123,22
2266,3.0,4.0,203,22
2267,3.0,4.0,123,90
2268,3.0,4.0,123,90
2269,3.0,4.0,203,90
2270,3.0,4.0,123,79
2271,3.0,4.0,123,79
2272,3.0,4.0,203,79
2273,3.0,4.0,123,91
2274,3.0,4.0,123,91
2275,3.0,4.0,203,91
2276,3.0,4.0,123,96
2277,3.0,4.0,123,96
2278,3.0,4.0,203,96
2279,3.0,4.0,123,61
2280,3.0,4.0,299,61
2281,3.0,4.0,123,13
2282,3.0,4.0,299,13
2283,3.0,4.0,123,61
2284,3.0,4.0,299,61
2285,3.0,4.0,123,13
2286,3.0,4.0,299,13
2287,3.0,4.0,123,61
2288,3.0,4.0,299,61
2289,3.0,4.0,123,13
2290,3.0,4.0,299,13
2291,3.0,4.0,123,61
2292,3.0,4.0,299,61
2293,3.0,4.0,123,13
2294,3.0,4.0,299,13
2295,3.0,4.0,123,61
2296,3.0,4.0,299,61
2297,3.0,4.0,123,13
2298,3.0,4.0,299,13
2299,3.0,4.0,123,61
2300,3.0,4.0,299,61
2301,3.0,4.0,123,13
2302,3.0,4.0,299,13
2303,3.0,4.0,123,61
2304,3.0,4.0,299,61
2305,3.0,4.0,123,13
2306,3.0,4.0,299,13
2307,3.0,4.0,123,61
2308,3.0,4.0,299,61
2309,3.0,4.0,123,13
2310,3.0,4.0,299,13
2311,3.0,4.0,362,73
2312,3.0,4.0,118,73
2313,3.0,4.0,341,73
2314,23.0,4.0,164,73
2315,23.0,4.0,340,73
2316,3.0,4.0,362,72
2317,3.0,4.0,118,72
2318,3.0,4.0,341,72
2319,23.0,4.0,164,72
2320,23.0,4.0,340,72
2321,16.0,4.0,135,40
2322,12.0,4.0,103,40
2323,3.0,4.0,103,40
2324,3.0,4.0,193,40
2325,3.0,4.0,194,40
2326,3.0,4.0,102,40
2327,3.0,4.0,267,40
2328,3.0,4.0,364,40
2329,3.0,4.0,54,40
2330,3.0,4.0,72,40
2331,16.0,4.0,135,61
2332,12.0,4.0,103,61
2333,3.0,4.0,103,61
2334,3.0,4.0,193,61
2335,3.0,4.0,194,61
2336,3.0,4.0,102,61
2337,3.0,4.0,267,61
2338,3.0,4.0,364,61
2339,3.0,4.0,54,61
2340,3.0,4.0,72,61
2341,16.0,4.0,135,22
2342,12.0,4.0,103,22
2343,3.0,4.0,103,22
2344,3.0,4.0,193,22
2345,3.0,4.0,194,22
2346,3.0,4.0,102,22
2347,3.0,4.0,267,22
2348,3.0,4.0,364,22
2349,3.0,4.0,54,22
2350,3.0,4.0,72,22
2351,16.0,4.0,135,87
2352,12.0,4.0,103,87
2353,3.0,4.0,103,87
2354,3.0,4.0,193,87
2355,3.0,4.0,194,87
2356,3.0,4.0,102,87
2357,3.0,4.0,267,87
2358,3.0,4.0,364,87
2359,3.0,4.0,54,87
2360,3.0,4.0,72,87
2361,3.0,4.0,222,61
2362,3.0,4.0,222,22
2363,3.0,4.0,96,61
2364,3.0,4.0,96,22
2365,3.0,4.0,96,2
2366,3.0,4.0,356,61
2367,3.0,4.0,367,61
2368,3.0,4.0,378,61
2369,3.0,4.0,152,61
2370,3.0,4.0,356,22
2371,3.0,4.0,367,22
2372,3.0,4.0,378,22
2373,3.0,4.0,152,22
2374,3.0,4.0,356,62
2375,3.0,4.0,367,62
2376,3.0,4.0,378,62
2377,3.0,4.0,152,62
2378,3.0,4.0,356,61
2379,3.0,4.0,367,61
2380,3.0,4.0,378,61
2381,3.0,4.0,152,61
2382,3.0,4.0,356,22
2383,3.0,4.0,367,22
2384,3.0,4.0,378,22
2385,3.0,4.0,152,22
2386,3.0,4.0,356,62
2387,3.0,4.0,367,62
2388,3.0,4.0,378,62
2389,3.0,4.0,152,62
2390,3.0,4.0,220,61
2391,3.0,4.0,51,61
2392,3.0,4.0,300,61
2393,3.0,4.0,345,61
2394,3.0,4.0,220,13
2395,3.0,4.0,51,13
2396,3.0,4.0,300,13
2397,3.0,4.0,345,13
2398,3.0,4.0,220,22
2399,3.0,4.0,51,22
2400,3.0,4.0,300,22
2401,3.0,4.0,345,22
2402,3.0,4.0,228,71
2403,3.0,4.0,230,71
2404,3.0,4.0,33,71
2405,3.0,4.0,299,71
2406,3.0,4.0,224,71
2407,3.0,4.0,359,71
2408,3.0,4.0,228,40
2409,3.0,4.0,230,40
2410,3.0,4.0,33,40
2411,3.0,4.0,299,40
2412,3.0,4.0,224,40
2413,3.0,4.0,359,40
2414,3.0,4.0,228,10
2415,3.0,4.0,230,10
2416,3.0,4.0,33,10
2417,3.0,4.0,299,10
2418,3.0,4.0,224,10
2419,3.0,4.0,359,10
2420,3.0,4.0,228,61
2421,3.0,4.0,230,61
2422,3.0,4.0,33,61
2423,3.0,4.0,299,61
2424,3.0,4.0,224,61
2425,3.0,4.0,359,61
2426,3.0,4.0,228,13
2427,3.0,4.0,230,13
2428,3.0,4.0,33,13
2429,3.0,4.0,299,13
2430,3.0,4.0,224,13
2431,3.0,4.0,359,13
2432,3.0,4.0,228,22
2433,3.0,4.0,230,22
2434,3.0,4.0,33,22
2435,3.0,4.0,299,22
2436,3.0,4.0,224,22
2437,3.0,4.0,359,22
2438,3.0,4.0,229,61
2439,3.0,4.0,229,22
2440,3.0,4.0,386,61
2441,3.0,4.0,6,61
2442,1.0,4.0,136,71
2443,10.0,4.0,154,71
2444,10.0,4.0,184,71
2445,1.0,4.0,136,61
2446,10.0,4.0,154,61
2447,10.0,4.0,184,61
2448,1.0,4.0,136,13
2449,10.0,4.0,154,13
2450,10.0,4.0,184,13
2451,1.0,4.0,136,22
2452,10.0,4.0,154,22
2453,10.0,4.0,184,22
2454,1.0,4.0,136,62
2455,10.0,4.0,154,62
2456,10.0,4.0,184,62
2457,1.0,4.0,136,30
2458,10.0,4.0,154,30
2459,10.0,4.0,184,30
2460,3.0,4.0,379,71
2461,3.0,4.0,240,71
2462,5.0,4.0,336,71
2463,3.0,4.0,379,40
2464,3.0,4.0,240,40
2465,5.0,4.0,336,40
2466,3.0,4.0,379,61
2467,3.0,4.0,240,61
2468,5.0,4.0,336,61
2469,3.0,4.0,379,22
2470,3.0,4.0,240,22
2471,5.0,4.0,336,22
2472,3.0,4.0,331,61
2473,3.0,4.0,331,13
2474,3.0,4.0,331,22
2475,3.0,4.0,331,62
2476,3.0,4.0,331,61
2477,3.0,4.0,331,13
2478,3.0,4.0,331,22
2479,3.0,4.0,331,62
2480,3.0,4.0,284,61
2481,3.0,4.0,284,22
2482,3.0,4.0,279,22
2483,3.0,4.0,37,22
2484,3.0,4.0,306,22
2485,3.0,4.0,299,22
2486,3.0,4.0,176,22
2487,3.0,4.0,264,61
2488,9.0,4.0,179,61
2489,9.0,4.0,20,61
2490,3.0,4.0,264,8
2491,9.0,4.0,179,8
2492,9.0,4.0,20,8
2493,3.0,4.0,264,61
2494,9.0,4.0,179,61
2495,9.0,4.0,20,61
2496,3.0,4.0,264,8
2497,9.0,4.0,179,8
2498,9.0,4.0,20,8
2499,3.0,4.0,264,61
2500,9.0,4.0,179,61
2501,9.0,4.0,20,61
2502,3.0,4.0,264,8
2503,9.0,4.0,179,8
2504,9.0,4.0,20,8
2505,3.0,4.0,242,14
2506,3.0,4.0,241,14
2507,3.0,4.0,353,14
2508,3.0,4.0,243,14
2509,3.0,4.0,242,14
2510,3.0,4.0,241,14
2511,3.0,4.0,353,14
2512,3.0,4.0,243,14
2513,3.0,4.0,31,61
2514,3.0,4.0,296,61
2515,3.0,4.0,100,61
2516,3.0,4.0,251,61
2517,3.0,4.0,31,13
2518,3.0,4.0,296,13
2519,3.0,4.0,100,13
2520,3.0,4.0,251,13
2521,3.0,4.0,31,4
2522,3.0,4.0,296,4
2523,3.0,4.0,100,4
2524,3.0,4.0,251,4
2525,3.0,4.0,31,43
2526,3.0,4.0,296,43
2527,3.0,4.0,100,43
2528,3.0,4.0,251,43
2529,3.0,4.0,31,12
2530,3.0,4.0,296,12
2531,3.0,4.0,100,12
2532,3.0,4.0,251,12
2533,3.0,4.0,337,61
2534,3.0,4.0,301,61
2535,3.0,4.0,17,61
2536,3.0,4.0,337,22
2537,3.0,4.0,301,22
2538,3.0,4.0,17,22
2539,3.0,4.0,383,13
2540,3.0,4.0,45,13
2541,3.0,4.0,383,22
2542,3.0,4.0,45,22
2543,3.0,4.0,383,78
2544,3.0,4.0,45,78
2545,3.0,4.0,36,11
2546,3.0,4.0,36,61
2547,3.0,4.0,36,13
2548,3.0,4.0,351,61
2549,3.0,4.0,303,20
2550,3.0,4.0,303,20
2551,3.0,4.0,303,20
2552,1.0,1.0,136,71
2553,10.0,1.0,154,71
2554,10.0,1.0,184,71
2555,1.0,1.0,136,61
2556,10.0,1.0,154,61
2557,10.0,1.0,184,61
2558,1.0,1.0,136,13
2559,10.0,1.0,154,13
2560,10.0,1.0,184,13
2561,1.0,1.0,136,22
2562,10.0,1.0,154,22
2563,10.0,1.0,184,22
2564,1.0,1.0,136,62
2565,10.0,1.0,154,62
2566,10.0,1.0,184,62
2567,1.0,1.0,136,30
2568,10.0,1.0,154,30
2569,10.0,1.0,184,30
2570,3.0,1.0,242,14
2571,3.0,1.0,241,14
2572,3.0,1.0,353,14
2573,3.0,1.0,243,14
2574,3.0,1.0,242,14
2575,3.0,1.0,241,14
2576,3.0,1.0,353,14
2577,3.0,1.0,243,14
2578,3.0,1.0,242,14
2579,3.0,1.0,241,14
2580,3.0,1.0,353,14
2581,3.0,1.0,243,14
2582,3.0,1.0,242,14
2583,3.0,1.0,241,14
2584,3.0,1.0,353,14
2585,3.0,1.0,243,14
2586,3.0,1.0,242,14
2587,3.0,1.0,241,14
2588,3.0,1.0,353,14
2589,3.0,1.0,243,14
2590,3.0,1.0,242,14
2591,3.0,1.0,241,14
2592,3.0,1.0,353,14
2593,3.0,1.0,243,14
2594,3.0,1.0,127,35
2595,3.0,1.0,127,35
2596,3.0,1.0,127,35
2597,3.0,1.0,127,35
2598,3.0,1.0,127,35
2599,3.0,1.0,127,35
2600,3.0,1.0,127,35
2601,3.0,1.0,127,35
2602,3.0,1.0,127,35
2603,3.0,1.0,127,35
2604,3.0,1.0,127,35
2605,3.0,1.0,127,35
2606,3.0,1.0,127,35
2607,3.0,1.0,127,35
2608,3.0,1.0,127,35
2609,3.0,1.0,127,35
2610,3.0,1.0,127,35
2611,3.0,1.0,127,35
2612,3.0,1.0,127,35
2613,3.0,1.0,127,35
2614,3.0,1.0,257,57
2615,3.0,1.0,60,17
2616,3.0,1.0,60,17
2617,3.0,1.0,36,11
2618,3.0,1.0,36,61
2619,3.0,1.0,36,13
2620,3.0,1.0,388,22
2621,3.0,1.0,388,22
2622,3.0,1.0,388,22
2623,3.0,0.0,362,73
2624,3.0,0.0,118,73
2625,3.0,0.0,341,73
2626,23.0,0.0,164,73
2627,23.0,0.0,340,73
2628,3.0,0.0,362,72
2629,3.0,0.0,118,72
2630,3.0,0.0,341,72
2631,23.0,0.0,164,72
2632,23.0,0.0,340,72
2633,3.0,0.0,362,73
2634,3.0,0.0,118,73
2635,3.0,0.0,341,73
2636,23.0,0.0,164,73
2637,23.0,0.0,340,73
2638,3.0,0.0,362,72
2639,3.0,0.0,118,72
2640,3.0,0.0,341,72
2641,23.0,0.0,164,72
2642,23.0,0.0,340,72
2643,20.0,1.0,43,71
2644,20.0,1.0,382,71
2645,20.0,1.0,43,10
2646,20.0,1.0,382,10
2647,20.0,1.0,43,29
2648,20.0,1.0,382,29
2649,20.0,1.0,43,61
2650,20.0,1.0,382,61
2651,20.0,1.0,43,13
2652,20.0,1.0,382,13
2653,20.0,1.0,43,22
2654,20.0,1.0,382,22
2655,20.0,1.0,43,2
2656,20.0,1.0,382,2
2657,20.0,1.0,43,8
2658,20.0,1.0,382,8
2659,20.0,1.0,43,52
2660,20.0,1.0,382,52
2661,20.0,1.0,313,61
2662,20.0,1.0,233,61
2663,20.0,1.0,352,61
2664,20.0,1.0,313,13
2665,20.0,1.0,233,13
2666,20.0,1.0,352,13
2667,20.0,1.0,313,22
2668,20.0,1.0,233,22
2669,20.0,1.0,352,22
2670,20.0,1.0,313,62
2671,20.0,1.0,233,62
2672,20.0,1.0,352,62
2673,20.0,1.0,9,61
2674,20.0,1.0,78,61
2675,20.0,1.0,249,61
2676,20.0,1.0,9,13
2677,20.0,1.0,78,13
2678,20.0,1.0,249,13
2679,20.0,1.0,9,22
2680,20.0,1.0,78,22
2681,20.0,1.0,249,22
2682,20.0,1.0,9,61
2683,20.0,1.0,78,61
2684,20.0,1.0,249,61
2685,20.0,1.0,9,13
2686,20.0,1.0,78,13
2687,20.0,1.0,249,13
2688,20.0,1.0,9,22
2689,20.0,1.0,78,22
2690,20.0,1.0,249,22
2691,20.0,1.0,326,71
2692,20.0,1.0,326,40
2693,20.0,1.0,326,61
2694,20.0,1.0,326,13
2695,19.0,1.0,271,61
2696,20.0,1.0,180,61
2697,20.0,1.0,180,13
2698,20.0,1.0,180,22
2699,20.0,1.0,204,61
2700,20.0,1.0,143,61
2701,20.0,1.0,17,61
2702,20.0,1.0,204,13
2703,20.0,1.0,143,13
2704,20.0,1.0,17,13
2705,20.0,1.0,204,22
2706,20.0,1.0,143,22
2707,20.0,1.0,17,22
2708,20.0,1.0,204,62
2709,20.0,1.0,143,62
2710,20.0,1.0,17,62
2711,20.0,1.0,235,61
2712,20.0,1.0,82,61
2713,20.0,1.0,308,61
2714,20.0,1.0,235,22
2715,20.0,1.0,82,22
2716,20.0,1.0,308,22
2717,20.0,1.0,261,61
2718,20.0,1.0,260,61
2719,20.0,1.0,12,61
2720,20.0,1.0,261,58
2721,20.0,1.0,260,58
2722,20.0,1.0,12,58
2723,20.0,1.0,261,61
2724,20.0,1.0,260,61
2725,20.0,1.0,12,61
2726,20.0,1.0,261,58
2727,20.0,1.0,260,58
2728,20.0,1.0,12,58
2729,20.0,1.0,261,61
2730,20.0,1.0,260,61
2731,20.0,1.0,12,61
2732,20.0,1.0,261,58
2733,20.0,1.0,260,58
2734,20.0,1.0,12,58
2735,23.0,1.0,170,61
2736,20.0,1.0,30,61
2737,23.0,1.0,42,61
2738,23.0,1.0,170,22
2739,20.0,1.0,30,22
2740,23.0,1.0,42,22
2741,23.0,1.0,170,62
2742,20.0,1.0,30,62
2743,23.0,1.0,42,62
2744,23.0,1.0,170,2
2745,20.0,1.0,30,2
2746,23.0,1.0,42,2
2747,23.0,1.0,170,41
2748,20.0,1.0,30,41
2749,23.0,1.0,42,41
2750,13.0,1.0,149,71
2751,13.0,1.0,225,71
2752,13.0,1.0,149,40
2753,13.0,1.0,225,40
2754,13.0,1.0,149,10
2755,13.0,1.0,225,10
2756,13.0,1.0,149,61
2757,13.0,1.0,225,61
2758,20.0,1.0,196,61
2759,20.0,1.0,196,13
2760,20.0,1.0,196,22
2761,20.0,1.0,196,62
2762,20.0,1.0,196,81
2763,20.0,1.0,246,61
2764,20.0,1.0,64,61
2765,20.0,1.0,0,61
2766,23.0,1.0,355,61
2767,23.0,1.0,203,61
2768,20.0,1.0,211,61
2769,20.0,1.0,405,61
2770,20.0,1.0,211,22
2771,20.0,1.0,405,22
2772,19.0,1.0,109,61
2773,20.0,1.0,294,40
2774,20.0,1.0,294,61
2775,20.0,1.0,294,22
2776,20.0,1.0,124,61
2777,20.0,1.0,124,13
2778,20.0,1.0,278,61
2779,20.0,1.0,5,61
2780,20.0,1.0,372,61
2781,18.0,1.0,146,61
2782,18.0,1.0,114,61
2783,18.0,1.0,146,13
2784,18.0,1.0,114,13
2785,18.0,1.0,146,22
2786,18.0,1.0,114,22
2787,18.0,1.0,146,8
2788,18.0,1.0,114,8
2789,20.0,1.0,307,61
2790,20.0,1.0,307,13
2791,20.0,1.0,307,22
2792,20.0,1.0,307,62
2793,20.0,1.0,307,61
2794,20.0,1.0,307,13
2795,20.0,1.0,307,22
2796,20.0,1.0,307,62
2797,20.0,1.0,307,61
2798,20.0,1.0,307,13
2799,20.0,1.0,307,22
2800,20.0,1.0,307,62
2801,20.0,1.0,307,61
2802,20.0,1.0,307,13
2803,20.0,1.0,307,22
2804,20.0,1.0,307,62
2805,20.0,1.0,2,61
2806,20.0,1.0,2,61
2807,20.0,1.0,2,13
2808,20.0,1.0,2,13
2809,20.0,1.0,2,22
2810,20.0,1.0,2,22
2811,20.0,1.0,2,53
2812,20.0,1.0,2,53
2813,20.0,1.0,2,31
2814,20.0,1.0,2,31
2815,13.0,1.0,79,71
2816,13.0,1.0,46,71
2817,13.0,1.0,79,40
2818,13.0,1.0,46,40
2819,13.0,1.0,79,11
2820,13.0,1.0,46,11
2821,13.0,1.0,79,61
2822,13.0,1.0,46,61
2823,13.0,1.0,79,13
2824,13.0,1.0,46,13
2825,13.0,1.0,79,22
2826,13.0,1.0,46,22
2827,13.0,1.0,79,2
2828,13.0,1.0,46,2
2829,20.0,1.0,226,71
2830,20.0,1.0,212,71
2831,20.0,1.0,281,71
2832,20.0,1.0,53,71
2833,20.0,1.0,226,40
2834,20.0,1.0,212,40
2835,20.0,1.0,281,40
2836,20.0,1.0,53,40
2837,20.0,1.0,226,46
2838,20.0,1.0,212,46
2839,20.0,1.0,281,46
2840,20.0,1.0,53,46
2841,20.0,1.0,226,61
2842,20.0,1.0,212,61
2843,20.0,1.0,281,61
2844,20.0,1.0,53,61
2845,20.0,1.0,226,13
2846,20.0,1.0,212,13
2847,20.0,1.0,281,13
